EventID,PageNumber,PageEventEnds,OrderWithinPage,OrderPageEnd,EventLength,Chronological Order,StartDate,EndDate,Summary,event_words,chapter,event,Narrated,Hypothesized,NarratedConsciousness,Told,Remembered,Order,values
15845,152,152,152.01,152.02,0.010000000000019327,423,1869-08-13,1869-08-13,"Judith tries to take Sutpen's body into <br> town for the funeral, but the ""borrowed <br> two-half wild young mules"" bolt and turn <br> the wagon over.  [SOURCE: Narrator, Shreve, Quentin]",37,6,NA,NA,NA,472,NA,NA,Story,472
15846,152,152,152.02,152.03,0.009999999999990905,425,1869-08-14,1869-12-31,"With Sutpen and Wash both dead, Judith <br> and Clytemnestra do all the work of <br> the plantation and at the store.  [SOURCE: Narrator, Shreve, Quentin]",69,6,NA,NA,NA,474,NA,NA,Plot,311
15846,152,152,152.02,152.03,0.009999999999990905,425,1869-08-14,1869-12-31,"With Sutpen and Wash both dead, Judith <br> and Clytemnestra do all the work of <br> the plantation and at the store.  [SOURCE: Narrator, Shreve, Quentin]",69,6,NA,NA,NA,474,NA,NA,Story,474
15847,152,152,152.03,152.04,0.009999999999990905,424,1869-08-13,1960-12-31,"The narrative imagines Sutpen and Wash together <br> in heaven, with ""no compulsions"" (152).  [SOURCE: Narrator, Shreve, Quentin]",161,6,NA,NA,473,NA,NA,NA,Plot,312
15847,152,152,152.03,152.04,0.009999999999990905,424,1869-08-13,1960-12-31,"The narrative imagines Sutpen and Wash together <br> in heaven, with ""no compulsions"" (152).  [SOURCE: Narrator, Shreve, Quentin]",161,6,NA,NA,473,NA,NA,NA,Story,473
15848,152,152,152.04,152.05,0.010000000000019327,426,1869-08-14,1869-12-31,"Judith and Clytemnestra manage the store.  [SOURCE: Narrator, Shreve, Quentin]",28,6,NA,NA,NA,475,NA,NA,Plot,313
15848,152,152,152.04,152.05,0.010000000000019327,426,1869-08-14,1869-12-31,"Judith and Clytemnestra manage the store.  [SOURCE: Narrator, Shreve, Quentin]",28,6,NA,NA,NA,475,NA,NA,Story,475
15849,152,152,152.05,152.06,0.009999999999990905,429,1870-01-01,1870-05-31,"Judith and Clytemnestra manage the store.  [SOURCE: Narrator, Shreve, Quentin]",14,6,NA,NA,NA,478,NA,NA,Plot,314
15849,152,152,152.05,152.06,0.009999999999990905,429,1870-01-01,1870-05-31,"Judith and Clytemnestra manage the store.  [SOURCE: Narrator, Shreve, Quentin]",14,6,NA,NA,NA,478,NA,NA,Story,478
15850,152,152,152.06,152.07,0.009999999999990905,530,1910-01-13,1910-01-13,Shreve reminds Quentin about the time he <br> and his father visited the Sutpen burial <br> ground.  [SOURCE: Narrator],62,6,NA,596,NA,NA,NA,NA,Plot,315
15850,152,152,152.06,152.07,0.009999999999990905,530,1910-01-13,1910-01-13,Shreve reminds Quentin about the time he <br> and his father visited the Sutpen burial <br> ground.  [SOURCE: Narrator],62,6,NA,596,NA,NA,NA,NA,Story,596
15851,152,154,152.07,154.01,1.9399999999999977,468,1908-09-01,1908-10-31,"While out quail hunting, Quentin and his <br> father visit the graveyard at Sutpen's.  [SOURCE: Narrator]",721,6,NA,521,NA,NA,NA,NA,Plot,316
15851,152,154,152.07,154.01,1.9399999999999977,468,1908-09-01,1908-10-31,"While out quail hunting, Quentin and his <br> father visit the graveyard at Sutpen's.  [SOURCE: Narrator]",721,6,NA,521,NA,NA,NA,NA,Story,521
15852,154,155,154.01,155.01,1,326,1862-07-01,1864-11-30,Quentin has a vision of Sutpen's regiment <br> traveling and fighting while carrying the two <br> marble tombstones that Sutpen imported.  [SOURCE: Narrator],365,6,NA,360,NA,NA,NA,NA,Plot,317
15852,154,155,154.01,155.01,1,326,1862-07-01,1864-11-30,Quentin has a vision of Sutpen's regiment <br> traveling and fighting while carrying the two <br> marble tombstones that Sutpen imported.  [SOURCE: Narrator],365,6,NA,360,NA,NA,NA,NA,Story,360
15853,155,155,155.01,155.02,0.010000000000019327,469,1908-09-01,1908-10-31,"With some prompting from his father, Quentin <br> examines the tombstones at Sutpen's graveyard.  [SOURCE: Narrator]",302,6,NA,522,NA,NA,NA,NA,Plot,318
15853,155,155,155.01,155.02,0.010000000000019327,469,1908-09-01,1908-10-31,"With some prompting from his father, Quentin <br> examines the tombstones at Sutpen's graveyard.  [SOURCE: Narrator]",302,6,NA,522,NA,NA,NA,NA,Story,522
15854,155,156,155.02,156.01,0.9899999999999807,433,1871-12-01,1871-12-31,"Judith brings money to General Compson to <br> pay for a tombstone for Charles Etienne <br> Saint-Valery Bon - apparently before the boy <br> even comes to live at Sutpen's.  [SOURCE: Father, Grandfather]",97,6,NA,NA,NA,NA,482,NA,Plot,319
15854,155,156,155.02,156.01,0.9899999999999807,433,1871-12-01,1871-12-31,"Judith brings money to General Compson to <br> pay for a tombstone for Charles Etienne <br> Saint-Valery Bon - apparently before the boy <br> even comes to live at Sutpen's.  [SOURCE: Father, Grandfather]",97,6,NA,NA,NA,NA,482,NA,Story,482
15855,156,156,156.01,156.02,0.010000000000019327,470,1908-09-01,1908-10-31,"To illustrate the ""beautiful lives"" that women <br> live, Mr. Compson tells Quentin a story <br> about an aunt of his, Quentin's.  [SOURCE: Narrator]",295,6,NA,523,NA,NA,NA,NA,Plot,320
15855,156,156,156.01,156.02,0.010000000000019327,470,1908-09-01,1908-10-31,"To illustrate the ""beautiful lives"" that women <br> live, Mr. Compson tells Quentin a story <br> about an aunt of his, Quentin's.  [SOURCE: Narrator]",295,6,NA,523,NA,NA,NA,NA,Story,523
15856,156,157,156.02,157.01,0.9899999999999807,430,1870-06-01,1870-08-31,"Bon's wife and son visit his grave <br> at the Sutpen plantation.  [SOURCE: Father, Grandfather]",412,6,NA,NA,NA,NA,479,NA,Plot,321
15856,156,157,156.02,157.01,0.9899999999999807,430,1870-06-01,1870-08-31,"Bon's wife and son visit his grave <br> at the Sutpen plantation.  [SOURCE: Father, Grandfather]",412,6,NA,NA,NA,NA,479,NA,Story,479
15857,157,157,157.01,157.02,0.010000000000019327,471,1908-09-01,1908-10-31,"Listening to his father tell how Bon's <br> widow and son visited the grave, Quentin <br> thinks ""I have had to listen too <br> long"" (157).  [SOURCE: Narrator]",19,6,NA,NA,NA,524,NA,NA,Plot,322
15857,157,157,157.01,157.02,0.010000000000019327,471,1908-09-01,1908-10-31,"Listening to his father tell how Bon's <br> widow and son visited the grave, Quentin <br> thinks ""I have had to listen too <br> long"" (157).  [SOURCE: Narrator]",19,6,NA,NA,NA,524,NA,NA,Story,524
15858,157,158,157.02,158.01,0.9899999999999807,431,1870-06-01,1870-08-31,"Judith stands silently while Bon's widow and <br> son mourn at his grave.  [SOURCE: Father, Grandfather]",148,6,NA,NA,NA,NA,480,NA,Plot,323
15858,157,158,157.02,158.01,0.9899999999999807,431,1870-06-01,1870-08-31,"Judith stands silently while Bon's widow and <br> son mourn at his grave.  [SOURCE: Father, Grandfather]",148,6,NA,NA,NA,NA,480,NA,Story,480
15859,158,159,158.01,159.01,1,432,1870-06-08,1870-08-31,"Bon's widow stays a week at Sutpen's, <br> while Clytemnestra waits on her, although she <br> knew ""it was another negro whom she <br> served"" (158).  [SOURCE: Father, Grandfather]",380,6,NA,NA,NA,NA,481,NA,Plot,324
15859,158,159,158.01,159.01,1,432,1870-06-08,1870-08-31,"Bon's widow stays a week at Sutpen's, <br> while Clytemnestra waits on her, although she <br> knew ""it was another negro whom she <br> served"" (158).  [SOURCE: Father, Grandfather]",380,6,NA,NA,NA,NA,481,NA,Story,481
15860,159,159,159.01,159.02,0.010000000000019327,434,1871-12-01,1871-12-10,"Clytie leaves Sutpen's place to travel to <br> New Orleans, where Bon's son is now <br> an ""orphan"" (159).  [SOURCE: Father, Grandfather]",65,6,NA,NA,NA,NA,483,NA,Plot,325
15860,159,159,159.01,159.02,0.010000000000019327,434,1871-12-01,1871-12-10,"Clytie leaves Sutpen's place to travel to <br> New Orleans, where Bon's son is now <br> an ""orphan"" (159).  [SOURCE: Father, Grandfather]",65,6,NA,NA,NA,NA,483,NA,Story,483
15861,159,159,159.02,159.03,0.009999999999990905,436.5,1871-12-20,1871-12-31,"Clytie returns to Sutpen's from New Orleans <br> with Bon's son.  [SOURCE: Father, Grandfather]",172,6,NA,NA,NA,NA,486,NA,Plot,326
15861,159,159,159.02,159.03,0.009999999999990905,436.5,1871-12-20,1871-12-31,"Clytie returns to Sutpen's from New Orleans <br> with Bon's son.  [SOURCE: Father, Grandfather]",172,6,NA,NA,NA,NA,486,NA,Story,486
15862,159,159,159.03,159.04,0.009999999999990905,441,1875-01-01,1890-12-31,"Mr. Compson recalls what his father said <br> about Bon's widow.  [SOURCE: Father, Grandfather]",126,6,NA,NA,NA,NA,492,NA,Plot,327
15862,159,159,159.03,159.04,0.009999999999990905,441,1875-01-01,1890-12-31,"Mr. Compson recalls what his father said <br> about Bon's widow.  [SOURCE: Father, Grandfather]",126,6,NA,NA,NA,NA,492,NA,Story,492
15863,159,160,159.04,160.01,0.9699999999999989,437,1871-12-20,1871-12-31,"Mr. Compson describes Bon's son, contrasting the <br> ""Fauntleroy suits"" (159) he once wore in <br> New Orleans and the overalls he now <br> wears, the ""uniform"" of southern blacks (160). <br>  [SOURCE: Father]",158,6,NA,NA,NA,NA,487,NA,Plot,328
15863,159,160,159.04,160.01,0.9699999999999989,437,1871-12-20,1871-12-31,"Mr. Compson describes Bon's son, contrasting the <br> ""Fauntleroy suits"" (159) he once wore in <br> New Orleans and the overalls he now <br> wears, the ""uniform"" of southern blacks (160). <br>  [SOURCE: Father]",158,6,NA,NA,NA,NA,487,NA,Story,487
15864,160,160,160.01,160.02,0.010000000000019327,435,1871-12-10,1871-12-20,"Mr. Compson describes Bon's son and Clytemnestra <br> traveling ""on the freight deck"" of the <br> steamboat (160).  [SOURCE: Father]",43,6,NA,NA,NA,NA,484,NA,Plot,329
15864,160,160,160.01,160.02,0.010000000000019327,435,1871-12-10,1871-12-20,"Mr. Compson describes Bon's son and Clytemnestra <br> traveling ""on the freight deck"" of the <br> steamboat (160).  [SOURCE: Father]",43,6,NA,NA,NA,NA,484,NA,Story,484
15865,160,160,160.02,160.03,0.009999999999990905,436,1871-12-10,1871-12-31,Mr. Compson describes Bon's son's thoughts on <br> the strange journey to Sutpen's.  [SOURCE: Father],187,6,NA,NA,NA,NA,485,NA,Plot,330
15865,160,160,160.02,160.03,0.009999999999990905,436,1871-12-10,1871-12-31,Mr. Compson describes Bon's son's thoughts on <br> the strange journey to Sutpen's.  [SOURCE: Father],187,6,NA,NA,NA,NA,485,NA,Story,485
15866,160,161,160.03,161.01,0.9799999999999898,438,1872-01-01,1872-12-31,"At Sutpen's, Bon sleeps on a cot <br> between Judith on the bed and Clytemnestra <br> on the floor.  [SOURCE: Father, Grandfather]",145,6,NA,NA,NA,NA,488,NA,Plot,331
15866,160,161,160.03,161.01,0.9799999999999898,438,1872-01-01,1872-12-31,"At Sutpen's, Bon sleeps on a cot <br> between Judith on the bed and Clytemnestra <br> on the floor.  [SOURCE: Father, Grandfather]",145,6,NA,NA,NA,NA,488,NA,Story,488
15867,161,161,161.01,161.02,0.010000000000019327,442,1875-01-01,1875-12-31,"Mr. Compson remembers what his father said <br> about the Biblical passage describing little children. <br>  [SOURCE: Father, Grandfather]",58,6,NA,NA,NA,NA,493,NA,Plot,332
15867,161,161,161.01,161.02,0.010000000000019327,442,1875-01-01,1875-12-31,"Mr. Compson remembers what his father said <br> about the Biblical passage describing little children. <br>  [SOURCE: Father, Grandfather]",58,6,NA,NA,NA,NA,493,NA,Story,493
15868,161,161,161.02,161.03,0.009999999999990905,439,1872-01-01,1872-12-31,"Mr. Compson describes the ""repressed fury"" with <br> which Clytemnestra feeds, dresses and bathes Bon's <br> son (161).  [SOURCE: Father, Grandfather]",230,6,NA,NA,NA,NA,489,NA,Plot,333
15868,161,161,161.02,161.03,0.009999999999990905,439,1872-01-01,1872-12-31,"Mr. Compson describes the ""repressed fury"" with <br> which Clytemnestra feeds, dresses and bathes Bon's <br> son (161).  [SOURCE: Father, Grandfather]",230,6,NA,NA,NA,NA,489,NA,Story,489
15869,161,163,161.03,163.01,1.9799999999999898,440.5,1873-01-01,1873-12-31,"When Bon's son is told that ""he <br> was, must be, a negro"" (161), his <br> life becomes defined by uncertainties and ambivalences, <br> symbolized by the ""shard of broken mirror"" <br> he hides under his bed in the <br> attic (162).  [SOURCE: Father, Grandfather]",702,6,NA,NA,NA,NA,491,NA,Plot,334
15869,161,163,161.03,163.01,1.9799999999999898,440.5,1873-01-01,1873-12-31,"When Bon's son is told that ""he <br> was, must be, a negro"" (161), his <br> life becomes defined by uncertainties and ambivalences, <br> symbolized by the ""shard of broken mirror"" <br> he hides under his bed in the <br> attic (162).  [SOURCE: Father, Grandfather]",702,6,NA,NA,NA,NA,491,NA,Story,491
15870,163,163,163.01,163.02,0.010000000000019327,440,1872-01-01,1874-12-31,"Speculations arise about who the ""strange little <br> boy living"" at Sutpen's might be (163). <br>  The town thinks he's the illegitimate son <br> of Bon and Judith (explaining why Henry <br> shot Bon); General Compson thinks he might <br> be the result of incest between Sutpen <br> and Clytemnestra.  [SOURCE: Father, Grandfather, Town]",258,6,NA,NA,NA,NA,490,NA,Plot,335
15870,163,163,163.01,163.02,0.010000000000019327,440,1872-01-01,1874-12-31,"Speculations arise about who the ""strange little <br> boy living"" at Sutpen's might be (163). <br>  The town thinks he's the illegitimate son <br> of Bon and Judith (explaining why Henry <br> shot Bon); General Compson thinks he might <br> be the result of incest between Sutpen <br> and Clytemnestra.  [SOURCE: Father, Grandfather, Town]",258,6,NA,NA,NA,NA,490,NA,Story,490
15871,163,163,163.02,163.03,0.009999999999990905,444,1880-01-02,1880-12-31,"Judith comes to General Compson's office and <br> insists they go at once to the <br> courthouse.  [SOURCE: Father, Grandfather]",81,6,NA,NA,NA,NA,495,NA,Plot,336
15871,163,163,163.02,163.03,0.009999999999990905,444,1880-01-02,1880-12-31,"Judith comes to General Compson's office and <br> insists they go at once to the <br> courthouse.  [SOURCE: Father, Grandfather]",81,6,NA,NA,NA,NA,495,NA,Story,495
15872,163,164,163.03,164.01,0.9799999999999898,445,1880-01-02,1880-12-31,"General Compson finds Bon's son being arraigned <br> for fighting.  [SOURCE: Father, Grandfather]",96,6,NA,NA,NA,NA,496,NA,Plot,337
15872,163,164,163.03,164.01,0.9799999999999898,445,1880-01-02,1880-12-31,"General Compson finds Bon's son being arraigned <br> for fighting.  [SOURCE: Father, Grandfather]",96,6,NA,NA,NA,NA,496,NA,Story,496
15873,164,164,164.01,164.02,0.010000000000019327,443,1880-01-01,1880-12-31,"At ""a negro ball,"" Bon's son abruptly <br> starts a fight with the people in <br> attendance.  [SOURCE: Father, Grandfather]",219,6,NA,NA,NA,NA,494,NA,Plot,338
15873,164,164,164.01,164.02,0.010000000000019327,443,1880-01-01,1880-12-31,"At ""a negro ball,"" Bon's son abruptly <br> starts a fight with the people in <br> attendance.  [SOURCE: Father, Grandfather]",219,6,NA,NA,NA,NA,494,NA,Story,494
15874,164,165,164.02,165.01,0.9899999999999807,446,1880-01-02,1880-12-31,"Bon's son is being arraigned as a <br> white man until the presiding justice suddenly <br> halts his speech, demanding ""What are you?"" <br> (165).  [SOURCE: Father, Grandfather]",365,6,NA,NA,NA,NA,497,NA,Plot,339
15874,164,165,164.02,165.01,0.9899999999999807,446,1880-01-02,1880-12-31,"Bon's son is being arraigned as a <br> white man until the presiding justice suddenly <br> halts his speech, demanding ""What are you?"" <br> (165).  [SOURCE: Father, Grandfather]",365,6,NA,NA,NA,NA,497,NA,Story,497
15875,165,165,165.01,165.02,0.010000000000019327,447,1880-01-02,1880-12-31,"Caught himself by the polarities of the <br> southern racial hierarchy, General Compson tries to <br> help Bon's son find a way to <br> escape his dilemma.  [SOURCE: Father, Grandfather]",240,6,NA,NA,NA,NA,498,NA,Plot,340
15875,165,165,165.01,165.02,0.010000000000019327,447,1880-01-02,1880-12-31,"Caught himself by the polarities of the <br> southern racial hierarchy, General Compson tries to <br> help Bon's son find a way to <br> escape his dilemma.  [SOURCE: Father, Grandfather]",240,6,NA,NA,NA,NA,498,NA,Story,498
15876,165,166,165.02,166.01,0.9899999999999807,448,1880-01-02,1880-12-31,"General Compson tells Judith that Bon's son <br> has left Yoknapatawpha.  [SOURCE: Father, Grandfather]",235,6,NA,NA,NA,NA,499,NA,Plot,341
15876,165,166,165.02,166.01,0.9899999999999807,448,1880-01-02,1880-12-31,"General Compson tells Judith that Bon's son <br> has left Yoknapatawpha.  [SOURCE: Father, Grandfather]",235,6,NA,NA,NA,NA,499,NA,Story,499
15877,166,166,166.01,166.02,0.010000000000019327,451,1881-01-01,1881-12-31,"After a ""year's absence,"" Charles Etienne Saint-Valery <br> Bon returns with ""a coal black"" wife <br> (166).  [SOURCE: Father, Grandfather]",160,6,NA,NA,NA,NA,504,NA,Plot,342
15877,166,166,166.01,166.02,0.010000000000019327,451,1881-01-01,1881-12-31,"After a ""year's absence,"" Charles Etienne Saint-Valery <br> Bon returns with ""a coal black"" wife <br> (166).  [SOURCE: Father, Grandfather]",160,6,NA,NA,NA,NA,504,NA,Story,504
15878,166,166,166.02,166.03,0.009999999999990905,457,1882-01-01,1882-12-31,"Jim Bond is born.  [SOURCE: Father, Grandfather]",10,6,Jim Bond born,NA,NA,NA,510,NA,Plot,343
15878,166,166,166.02,166.03,0.009999999999990905,457,1882-01-01,1882-12-31,"Jim Bond is born.  [SOURCE: Father, Grandfather]",10,6,Jim Bond born,NA,NA,NA,510,NA,Story,510
15879,166,167,166.03,167.01,0.9799999999999898,450,1880-06-01,1881-05-31,"Charles Etienne Saint-Valery Bon's wife seems mentally <br> incapable of understanding their unrooted life.  [SOURCE: Father, Grandfather]",130,6,NA,NA,NA,NA,503,NA,Plot,344
15879,166,167,166.03,167.01,0.9799999999999898,450,1880-06-01,1881-05-31,"Charles Etienne Saint-Valery Bon's wife seems mentally <br> incapable of understanding their unrooted life.  [SOURCE: Father, Grandfather]",130,6,NA,NA,NA,NA,503,NA,Story,503
15880,167,167,167.01,167.02,0.010000000000019327,456,1882-01-01,1882-12-31,"Charles Etienne Saint-Valery Bon and his wife <br> live in a rebuilt slave cabin on <br> the Sutpen place, where he works as <br> a tenant farmer; it's not clear if <br> his wife knows ""he is not a <br> white man"" (167).  [SOURCE: Father, Grandfather]",36,6,NA,NA,NA,NA,509,NA,Plot,345
15880,167,167,167.01,167.02,0.010000000000019327,456,1882-01-01,1882-12-31,"Charles Etienne Saint-Valery Bon and his wife <br> live in a rebuilt slave cabin on <br> the Sutpen place, where he works as <br> a tenant farmer; it's not clear if <br> his wife knows ""he is not a <br> white man"" (167).  [SOURCE: Father, Grandfather]",36,6,NA,NA,NA,NA,509,NA,Story,509
15881,167,167,167.02,167.03,0.009999999999990905,449,1880-01-04,1880-12-31,"For ""something like a year,"" Charles Etienne <br> Saint-Valery Bon travels with his wife, using <br> her to provoke a racial reaction from <br> Negroes who work on the steamboats they <br> travel on (167).  [SOURCE: Father, Grandfather]",160,6,NA,NA,NA,NA,500,NA,Plot,346
15881,167,167,167.02,167.03,0.009999999999990905,449,1880-01-04,1880-12-31,"For ""something like a year,"" Charles Etienne <br> Saint-Valery Bon travels with his wife, using <br> her to provoke a racial reaction from <br> Negroes who work on the steamboats they <br> travel on (167).  [SOURCE: Father, Grandfather]",160,6,NA,NA,NA,NA,500,NA,Story,500
22569,167,167,167.03,167.04,0.009999999999990905,449.1,1880-01-01,1880-12-31,"For ""something like a year,"" Charles Etienne <br> Saint-Valery Bon travels with his wife, using <br> her to provoke a racial reaction from <br> Negroes in the city ""honky-tonks"" they patronize <br> (167).  [SOURCE: Father, Grandfather]",23,6,NA,NA,NA,NA,501,NA,Plot,347
22569,167,167,167.03,167.04,0.009999999999990905,449.1,1880-01-01,1880-12-31,"For ""something like a year,"" Charles Etienne <br> Saint-Valery Bon travels with his wife, using <br> her to provoke a racial reaction from <br> Negroes in the city ""honky-tonks"" they patronize <br> (167).  [SOURCE: Father, Grandfather]",23,6,NA,NA,NA,NA,501,NA,Story,501
22570,167,167,167.04,167.05,0.010000000000019327,449.2,1880-01-01,1880-12-31,"While traveling with his wife, Charles E. <br> S-V. Bon deliberately provokes violent reactions from <br> white men who assume he is white <br> and involved with her as a symptom <br> of a ""sexual perversion"" (167). [SOURCE: Shreve]",83,6,NA,NA,NA,NA,502,NA,Plot,348
22570,167,167,167.04,167.05,0.010000000000019327,449.2,1880-01-01,1880-12-31,"While traveling with his wife, Charles E. <br> S-V. Bon deliberately provokes violent reactions from <br> white men who assume he is white <br> and involved with her as a symptom <br> of a ""sexual perversion"" (167). [SOURCE: Shreve]",83,6,NA,NA,NA,NA,502,NA,Story,502
15883,167,168,167.05,168.01,0.9599999999999795,452,1881-01-01,1881-12-31,"One evening after returning to Sutpen's, Charles <br> Etienne Saint-Valery Bon talks with Judith.  (Curiously, Mr. Compson uses the phrase to <br> describe Sutpen ""the demon,"" 168 - has <br> been identified with Rosa and Shreve.)  [SOURCE: Father, Grandfather, Shreve]",155,6,NA,NA,NA,NA,505,NA,Plot,349
15883,167,168,167.05,168.01,0.9599999999999795,452,1881-01-01,1881-12-31,"One evening after returning to Sutpen's, Charles <br> Etienne Saint-Valery Bon talks with Judith.  (Curiously, Mr. Compson uses the phrase to <br> describe Sutpen ""the demon,"" 168 - has <br> been identified with Rosa and Shreve.)  [SOURCE: Father, Grandfather, Shreve]",155,6,NA,NA,NA,NA,505,NA,Story,505
15884,168,168,168.01,168.02,0.010000000000019327,504.5,1909-09-06,1909-09-06,"Quentin recalls Mr. Compson reminding Quentin of <br> the letter Judith gave ""your grandmother,"" to <br> prove that ""there was love"" on Judith's <br> part (168).  [SOURCE: Narrator]",20,6,NA,564,NA,NA,NA,NA,Plot,350
15884,168,168,168.01,168.02,0.010000000000019327,504.5,1909-09-06,1909-09-06,"Quentin recalls Mr. Compson reminding Quentin of <br> the letter Judith gave ""your grandmother,"" to <br> prove that ""there was love"" on Judith's <br> part (168).  [SOURCE: Narrator]",20,6,NA,564,NA,NA,NA,NA,Story,564
15885,168,168,168.02,168.03,0.009999999999990905,531,1910-01-13,1910-01-13,"Quentin's thoughts about the two letters, Bon's <br> and his father's, and his memory of <br> the ""September twilight"" when he and his <br> father talked at home, are interjected into <br> the narrative of the meeting between Judith <br> and Charles Etienne Saint-Valery Bon (168).  [SOURCE: Narrator]",78,6,NA,597,NA,NA,NA,NA,Plot,351
15885,168,168,168.02,168.03,0.009999999999990905,531,1910-01-13,1910-01-13,"Quentin's thoughts about the two letters, Bon's <br> and his father's, and his memory of <br> the ""September twilight"" when he and his <br> father talked at home, are interjected into <br> the narrative of the meeting between Judith <br> and Charles Etienne Saint-Valery Bon (168).  [SOURCE: Narrator]",78,6,NA,597,NA,NA,NA,NA,Story,597
15886,168,169,168.03,169.01,0.9799999999999898,453,1881-01-01,1881-12-31,"Judith tries to give Charles Etienne Saint-Valery <br> Bon a way out by advising him <br> to leave his wife and child with <br> Clytemnestra, or her, and go ""into the <br> North, the cities""; he refuses (168).  [SOURCE: Quentin, Father, Shreve]",630,6,NA,NA,NA,NA,506,NA,Plot,352
15886,168,169,168.03,169.01,0.9799999999999898,453,1881-01-01,1881-12-31,"Judith tries to give Charles Etienne Saint-Valery <br> Bon a way out by advising him <br> to leave his wife and child with <br> Clytemnestra, or her, and go ""into the <br> North, the cities""; he refuses (168).  [SOURCE: Quentin, Father, Shreve]",630,6,NA,NA,NA,NA,506,NA,Story,506
15887,169,169,169.01,169.02,0.010000000000019327,454,1881-01-02,1884-12-30,"Charles Etienne Saint-Valery Bon lives for ""four <br> years"" at Sutpen's, ""farming on shares a <br> portion of the Sutpen plantation"" (169).  [SOURCE: Father, Grandfather, Town]",148,6,NA,NA,NA,NA,507,NA,Plot,353
15887,169,169,169.01,169.02,0.010000000000019327,454,1881-01-02,1884-12-30,"Charles Etienne Saint-Valery Bon lives for ""four <br> years"" at Sutpen's, ""farming on shares a <br> portion of the Sutpen plantation"" (169).  [SOURCE: Father, Grandfather, Town]",148,6,NA,NA,NA,NA,507,NA,Story,507
15888,169,170,169.02,170.01,0.9899999999999807,455,1881-01-02,1884-12-31,"Very occasionally Charles Etienne Saint-Valery Bon comes <br> into Jefferson's ""negro store district"" to get <br> drunk; either his wife or General Compson, <br> or if he becomes violent, ""the town <br> officers"" take him away (170).  [SOURCE: Father, Grandfather]",107,6,NA,NA,NA,NA,508,NA,Plot,354
15888,169,170,169.02,170.01,0.9899999999999807,455,1881-01-02,1884-12-31,"Very occasionally Charles Etienne Saint-Valery Bon comes <br> into Jefferson's ""negro store district"" to get <br> drunk; either his wife or General Compson, <br> or if he becomes violent, ""the town <br> officers"" take him away (170).  [SOURCE: Father, Grandfather]",107,6,NA,NA,NA,NA,508,NA,Story,508
15890,170,170,170.01,170.02,0.010000000000019327,459,1884-01-20,1884-01-31,"Charles Etienne Saint-Valery Bon contracts ""yellow fever,"" <br> and Judith is nursing him in ""the <br> big house"" (170); General Compson rides out, <br> but Clytemnestra tells him they don't need <br> anything.  [SOURCE: Father, Grandfather]",95,6,NA,NA,NA,NA,512,NA,Plot,355
15890,170,170,170.01,170.02,0.010000000000019327,459,1884-01-20,1884-01-31,"Charles Etienne Saint-Valery Bon contracts ""yellow fever,"" <br> and Judith is nursing him in ""the <br> big house"" (170); General Compson rides out, <br> but Clytemnestra tells him they don't need <br> anything.  [SOURCE: Father, Grandfather]",95,6,NA,NA,NA,NA,512,NA,Story,512
15891,170,170,170.02,170.03,0.009999999999990905,461,1884-02-12,1884-02-15,"General Compson learns that both Judith and <br> Charles Etienne Saint-Valery Bon have died.  [SOURCE: Father, Grandfather]",23,6,NA,NA,NA,NA,514,NA,Plot,356
15891,170,170,170.02,170.03,0.009999999999990905,461,1884-02-12,1884-02-15,"General Compson learns that both Judith and <br> Charles Etienne Saint-Valery Bon have died.  [SOURCE: Father, Grandfather]",23,6,NA,NA,NA,NA,514,NA,Story,514
15892,170,170,170.03,170.04,0.009999999999990905,531.5,1910-01-13,1910-01-13,"Remembering how he felt after hearing about <br> Judith's and Charles Etienne Saint-Valery Bon's deaths, <br> Quentin again thinks ""[he has thought and <br> heard] Too much"" (170).  [SOURCE: Narrator]",10,6,NA,598,NA,NA,NA,NA,Plot,357
15892,170,170,170.03,170.04,0.009999999999990905,531.5,1910-01-13,1910-01-13,"Remembering how he felt after hearing about <br> Judith's and Charles Etienne Saint-Valery Bon's deaths, <br> Quentin again thinks ""[he has thought and <br> heard] Too much"" (170).  [SOURCE: Narrator]",10,6,NA,598,NA,NA,NA,NA,Story,598
15893,170,171,170.04,170.05,0.010000000000019327,472,1908-09-01,1908-10-31,"Quentin remembers being in the Sutpen graveyard, <br> looking at Judith's tombstone on ""the opposite <br> side of the enclosure"" (170).  [SOURCE: Narrator]",78,6,NA,525,NA,NA,NA,NA,Plot,358
15893,170,171,170.04,170.05,0.010000000000019327,472,1908-09-01,1908-10-31,"Quentin remembers being in the Sutpen graveyard, <br> looking at Judith's tombstone on ""the opposite <br> side of the enclosure"" (170).  [SOURCE: Narrator]",78,6,NA,525,NA,NA,NA,NA,Story,525
15894,170,170,170.05,170.06,0.009999999999990905,460,1884-02-01,1884-02-11,Quentin imagines Judith writing out the inscription <br> for her own tombstone as she lies <br> dying.  [SOURCE: Quentin],29,6,NA,513,NA,NA,NA,NA,Plot,359
15894,170,170,170.05,170.06,0.009999999999990905,460,1884-02-01,1884-02-11,Quentin imagines Judith writing out the inscription <br> for her own tombstone as she lies <br> dying.  [SOURCE: Quentin],29,6,NA,513,NA,NA,NA,NA,Story,513
