absalom_eventid,absalom_startdate,absalom_summary,absalom_chapter,absalom_y_narrated,absalom_y_hypothesized,absalom_y_narratedconsciousness,absalom_y_told,absalom_y_remembered,absalom_y_all,absalom_y_other,absalom_x_plot,absalom_x_story,absalom_textposition_plot,absalom_textposition_story,absalom_label,x_sutpen_plot,x_sutpen_story,y_sutpen,series_sutpen_plot,series_sutpen_story,sutpen_label,textposition_sutpen_plot,textposition_sutpen_story
15776,1865-05-03,"Rosa's fantasy about ""what might have been"" <br> gives way to a feeling that she's <br> having a nightmare about ""what cannot, must <br> not, be"" (113); but from that she <br> is pulled back to reality by Clytemnestra's <br> ""face"" and ""hand"" (114).  [SOURCE: Rosa]",5,,,,419,,419,,244,419,,,,,,,,,,,
15777,1865-05-03,"Rosa goes upstairs where Judith is ""standing <br> before"" a ""closed door,"" holding the case <br> in which Rosa assumes is the ""picture <br> of herself"" that Judith gave Bon (114). <br>  [SOURCE: Rosa]",5,,,,420,,420,,245,420,,,,,,,,,,,
15778,1860-06-03,"Rosa abruptly shifts the focus of her <br> story back to the summer before the <br> War, imagining herself as ""the man which <br> I perhaps should have been"" (116).  [SOURCE: Rosa]",5,,,,248,,248,,246,248,,,,,,,,,,,
15779,1909-09-06,Rosa interrupts her story to comment on <br> the way memory works.  [SOURCE: Rosa],5,543,,,,,543,,247,543,,,,,,,,,,,
15780,1860-06-03,"Rosa resumes the story of ""the miscast <br> summer of my barren youth"" (116).  [SOURCE: Rosa]",5,,,,249,,249,,248,249,,,,,,,,,,,
15781,1850-01-01,"In a highly figurative passage, Rosa recounts <br> her ""childhood"" as gestating in a ""lightless <br> womb"" (116).  [SOURCE: Rosa]",5,143,,,,,143,,249,143,,,,,,,,,,,
15782,1860-06-03,"Rosa returns to the story of the <br> last summer before the War, introducing it <br> as an explicitly sex-less sexual blossoming.  [SOURCE: Rosa]",5,,,,250,,250,,250,250,,,,,,,,,,,
15783,1860-06-03,Rosa describes being sent to stay at <br> Sutpen's after Henry and Bon have been <br> there.  [SOURCE: Rosa],5,,,,251,,251,,251,251,,,,,,,,,,,
15784,1860-01-01,"Rosa says that during the months between <br> the time when she didn't see Bon <br> at New Year's and the time she <br> didn't see him in June, she ""became <br> all polymath love's androgynous advocate"" (117). [SOURCE: <br> Rosa]",5,,,,212,,212,,252,212,,,,,,,,,,,
15785,1860-06-03,"Rosa describes secretly following Judith when she <br> walked ""in that garden"" (118).  [SOURCE: Rosa]",5,,,,252,,252,,253,252,,,,,,,,,,,
15786,1860-06-03,Rosa describes sneaking into Judith's bedroom and <br> seeing a photograph of Bon.  [SOURCE: Rosa],5,,,,253,,253,,254,253,,,,,,,,,,,
15787,1909-09-06,"Rosa fantasizes about having the power to <br> create images for ""every plain girl"" to <br> fantasize about.  [SOURCE: Rosa]",5,,544,,,,544,544,255,544,,,,,,,,,,,
15788,1860-06-03,"Rosa explains how she herself understood her <br> ""creeping"" into Judith's bedroom.  [SOURCE: Rosa]",5,,,,254,,254,,256,254,,,,,,,,,,,
15789,1860-06-03,Rosa recalls the way she envisioned Bon <br> and Judith courting in the garden.  [SOURCE: Rosa],5,,,,255,,255,,257,255,,,,,,,,,,,
15790,1860-06-06,"Rosa's reverie in the garden at Sutpen's <br> ends when her father takes her home, <br> but even there she remains faithful to <br> the idea of love.  [SOURCE: Rosa]",5,,,,258,,258,,258,258,,,,,,,,,,,
15791,1860-06-07,"Rosa spends the next ""five years"" at <br> home.  [SOURCE: Rosa]",5,,,,259,,259,,259,259,,,,,,,,,,,
15792,1865-05-03,"Rosa again describes Judith at the top <br> of the stairs, and thinks about how <br> Bon's invisibility may have been a ""portentous <br> prophecy"" (120).  [SOURCE: Rosa]",5,,,,421,,421,,260,421,,,,,,,,,,,
15793,1859-12-26,"Rosa treats the year in which she <br> and Ellen believed in Bon and Judith's <br> marriage as ""the might-have-been"" to which they <br> tried to cling (120).  [SOURCE: Rosa]",5,,,,210,,210,,261,210,,,,,,,,,,,
15794,1861-04-12,"Rosa links the Sutpen story to the <br> Civil War, the ""four years"" during which <br> ""the stable world . . . dissolved <br> in fire and smoke"" (120). [SOURCE: Rosa]",5,,,,331,,331,,262,331,,,,,,,,,,,
15795,1865-05-03,"Outside the room where Bon's body lies, <br> Judith makes arrangements for Rosa to stay <br> and for Wash Jones to build the <br> coffin.  [SOURCE: Rosa]",5,,,,422,,422,,263,422,,,,,,,,,,,
15796,1865-05-04,"Rosa describes Bon's funeral: he is buried <br> as a ""Confedrit soldier"" in the Sutpen <br> family graveyard (122).  [SOURCE: Rosa]",5,,,,425,,425,,264,425,,,,,,,,,,,
15797,1865-05-04,"After helping to prepare supper, Rosa spends <br> the night after Bon's funeral in the <br> Sutpen mansion.  [SOURCE: Rosa]",5,,,,427,,427,,265,427,,,,,,,,,,,
15798,1865-05-06,Two days after Bon's funeral his horse <br> is captured by a man who lives <br> two miles away.  [SOURCE: Rosa],5,,,,429,,429,,266,429,,,,,,,,,,,
15808,1865-05-04,"Rosa sums up Bon as both absent <br> and present, existing and having ""never been"" <br> (123).  [SOURCE: Rosa]",5,,,,426,,426,,267,426,,,,,,,,,,,
15802,1865-05-05,"Rosa describes the months she lived at <br> Sutpen's with Judith and Clytemnestra, ""as three <br> creatures,"" waiting for Thomas Sutpen but not <br> needing him (125).  [SOURCE: Rosa]",5,,,,428,,428,,268,428,,,,,,,,,,,
15803,1865-12-01,"Winter arrives, along with returning soldiers and <br> other ""stragglers"" (126); Rosa, Judith and Clytemnestra <br> fear and feed them while talking of <br> Bon, Henry and Sutpen (126).  [SOURCE: Rosa]",5,,,,431,,431,,269,431,,,,,,,,,,,
15804,1866-01-01,"Sutpen returns from the War, to learn <br> that Henry has killed Bon and Rosa <br> is living at the plantation.  [SOURCE: Rosa]",5,,,,433,,433,,270,433,,,,,,,,,,,
15805,1866-01-02,"Even when he is sitting in his <br> house, Sutpen is ""not there"" - like <br> his days, his mind is entirely full <br> of plans to restore his ruined plantation <br> (129).  [SOURCE: Rosa]",5,,,,437,,437,,271,437,,,,,,,,,,,
15806,1866-03-01,"Rosa describes the South under Reconstruction as <br> a place of terror, but when other <br> white men try to get Sutpen to <br> join them in fighting against ""carpet-baggers"" and <br> ""tales of negro uprisings,"" he refuses (130). <br>  [SOURCE: Rosa]",5,,,,438,,438,,272,438,,,,,,,,,,,
15807,1866-03-01,"As ""one of that triumvirate mother-woman"" that <br> she, Judith and Clytemnestra represented, Rosa watches <br> Sutpen trying to restore his plantation, and <br> compares it to the ""miragy antics"" of <br> the other men and women she has <br> known (131).  [SOURCE: Rosa]",5,,,,439,,439,,273,439,,,,,,,,,,,
15809,1866-04-01,"Rosa is working in the garden ""one <br> afternoon"" when she sees Sutpen ""looking at <br> me"" (132).  [SOURCE: Rosa]",5,,,,440,,440,,274,440,,,,,,,,,,,
15810,1866-04-01,"At supper Sutpen does not look at <br> her again, and Rosa wonders if she <br> misread the look she saw earlier.  [SOURCE: Rosa]",5,,,,441,,441,,275,441,,,,,,,,,,,
15811,1866-04-01,"In Judith's bedroom, Sutpen proposes to Rosa, <br> but does not give her a chance <br> to respond.  She accepts without saying a word.  [SOURCE: Rosa]",5,,,,442,,442,,276,442,,,,,,,,,,,
15812,1866-05-01,"After Rosa accepts Sutpen's proposal, he goes <br> back to working to restore his plantation. <br>   [SOURCE: Rosa]",5,,,,444,,444,,277,444,,,,,,,,,,,
15813,1909-09-06,"Rosa looks up from the story she <br> is telling Quentin to say that he <br> will judge for himself how Sutpen' acted <br> and she reacted on that fateful day <br> ""almost fifty years"" ago (135).  [SOURCE: Rosa]",5,545,,,,,545,,278,545,,,,,,,,,,,
15814,1850-01-01,"Instead of telling Quentin what Sutpen did, <br> Rosa rehearses in summary form her experience <br> with Sutpen, as both the ""ogre"" she <br> grew up imagining and the Confederate hero <br> she wanted to help (135).  [SOURCE: Rosa]",5,,,,148,,148,,279,148,,,,,,,,,,,
15815,1866-06-01,"Sutpen ""speaks the bald outrageous words"" that, <br> for Rosa, mean ""the death of everything"" <br> except her outraged ""unbelieving"" (136).  [SOURCE: Rosa]",5,,,,446,,446,,280,446,,,,,,,,,,,
15816,1909-09-06,"Rosa sarcastically sums up the way ""they"" <br> - the white population of Yoknapatawpha - <br> see her failed relationship with Sutpen.  [SOURCE: Rosa]",5,,,,546,,546,,281,546,,,,,,,,,,,
16246,1909-09-06,"Telling Quentin the way he interprets her <br> words is ""wrong,"" Rosa offers her own <br> angry summation of her relationship with Sutpen, <br> and her righteous summary judgment of Sutpen <br> himself (138).  [SOURCE: Rosa]",5,,,,547,,547,,282,547,,,,,,,,,,,
15818,1869-08-12,"""Someone"" tells Rosa that Sutpen is dead <br> (139).  [SOURCE: Rosa]",5,,,,467,,467,,283,467,"""top left""","""top left""",Sutpen dead,,,,,,,,
15819,1909-09-06,"Having been caught up in a part <br> of the story, Quentin has stopped listening <br> to Rosa.  [SOURCE: Narrator]",5,548,,,,,548,,284,548,,,,,,,,,,,
15820,1865-05-03,Quentin has a vision of the moment <br> when Henry breaks into Judith's room to <br> tell her that now she cannot marry <br> Bon.    [SOURCE: Quentin],5,407,,,,,407,,285,407,,,,,,,,,,,
15821,1909-09-06,"Rosa tells Quentin that ""something"" has been <br> ""living hidden"" in the Sutpen house for <br> four years (140).  [SOURCE: Narrator]",5,549,,,,,549,,286,549,,,,,,,,,,,
15822,1910-01-13,"Shreve gives Quentin a letter from his <br> father, and Quentin opens it.  [SOURCE: Narrator]",6,591,,,,,591,,287,591,,,,,,,,,,,
15823,1910-01-10,Mr. Compson's letter to Quentin about Rosa's <br> funeral philosophizes on death and her life. <br>  [SOURCE: Father],6,588,,,,,588,,288,588,,,,,,,,,,,
15824,1910-01-13,Quentin and Shreve begin talking about Rosa. <br>  [SOURCE: Narrator],6,592,,,,,592,,289,592,"""bottom left""","""middle left""",Quentin narrates,,,,,,,,
15825,1909-09-10,"Quentin reflects on the way that, since <br> coming to Cambridge, he's been asked about <br> the South.  [SOURCE: Narrator]",6,589,,,,,589,,290,589,,,,,,,,,,,
15826,1909-09-06,"Quentin recalls how the evening with his <br> father ended, when it was ""time to <br> go"" to meet Rosa (142).  [SOURCE: Narrator]",6,566,,,,,566,,291,566,,,,,,,,,,,
15827,1865-05-03,Quentin remembers being fixated on the scene <br> between Henry and Judith across the wedding <br> dress.  [SOURCE: Narrator],6,408,,,,,408,,292,408,,,,,,,,,,,
15828,1909-09-06,Quentin picks Rosa up at her house <br> for the journey out to Sutpen's.  [SOURCE: Narrator],6,567,,,,,567,,293,567,,,,,,,,,,,
15829,1909-09-06,Quentin remembers driving with Rosa the twelve <br> miles to Sutpen's.  [SOURCE: Narrator],6,569,,,,,569,,294,569,,,,,,,,,,,
15830,1910-01-13,"In a facetious tone, Shreve recapitulates the <br> Sutpen story as it was revealed in <br> the earlier chapters, in non-chronological order.  In this summary it is finally revealed <br> what Sutpen said to make Rosa wear <br> black for forty-three years.  In his order, the events Shreve isolates <br> are: Rosa's aunt's elopement, Goodhue Coldfield's retreat <br> to attic, Sutpen's outrageous words to Rosa, <br> Sutpen's death, Sutpen's arrival in Jefferson, the <br> wagons full of furnishings for the Sutpen <br> mansion, Sutpen and Ellen's marriage, Sutpen forbidding <br> Judith's marriage to Bon and the breaking <br> up of the family, Sutpen's marriage proposal <br> to Rosa, Sutpen's determination to restore the <br> plantation, Sutpen speaking those outrageous words, Sutpen <br> opening the store, Sutpen seducing Wash's granddaughter. <br>  [SOURCE: Narrator, Shreve]",6,593,,,,,593,,295,593,"""top right""","""top left""",Shreve narrates,,,,,,,,
15831,1910-01-13,"After Shreve's summary of the story, the <br> narrator describes Shreve's appearance and Quentin's ""thinking"" <br> about his father, and his own knowledge <br> of the Sutpen story (147).  [SOURCE: Narrator]",6,,,594,,,594,594,296,594,,,,,,,,,,,
15832,1866-01-01,"Apparently Quentin ""thinking"" about the last years <br> of the Sutpen story, the ""old man's"" <br> struggle after returning from the war against <br> time and circumstance to achieve his design <br> (149).  But when these thoughts end on page <br> 150, it is apparently Shreve who has <br> been ""thinking"" them.  [SOURCE: Narrator, Quentin, Shreve]",6,,,432,,,432,432,297,432,,,,,,,,,,,
15833,1866-07-01,"At this point the recapitulation of what <br> had already been revealed about the Sutpen <br> story gives way to new information about <br> the last years of Sutpen's life, beginning <br> with the way he opened the store <br> and began courting Wash's granddaughter.  [SOURCE: Narrator, Quentin, Shreve]",6,,,450,,,450,450,298,450,,,,,,,,,,,
15834,1852-01-01,"After the War, Jones is allowed for <br> the first time to enter Sutpen's house <br> - on the days when Sutpen would <br> get drunk.  [SOURCE: Narrator, Quentin, Shreve]",6,,,151,,,151,151,299,151,,,,,,,,,,,
15835,1852-01-01,"In ""the old days"" before the War, <br> Sutpen and Jones spent time in the <br> scuppernong arbor, drinking.  [SOURCE: Narrator, Quentin, Shreve]",6,,,149,,,149,149,300,149,,,,,,,,,,,
15836,1866-07-01,"After the War, Sutpen and Jones drink <br> together in the arbor.  [SOURCE: Narrator, Quentin, Shreve]",6,,,451,,,451,451,301,451,,,,,,,,,,,
15837,1866-07-01,"Sutpen regularly gets drunk in the arbor, <br> and Wash now enters the big house <br> while taking him home.  [SOURCE: Narrator, Quentin, Shreve]",6,,,452,,,452,452,302,452,,,,,,,,,,,
15838,1861-06-01,"The narrative sums up Jones' attitude toward <br> Sutpen as ""the old fine figure of <br> a man"" (150).  (The references to Sutpen as ""the demon"" <br> seem to indicate that the narrative source <br> for this is Shreve, but when the <br> passage began on page 148, it seemed <br> to be Quentin who was ""thinking."")  [SOURCE: Narrator, Shreve, Quentin]",6,,,341,,,341,341,303,341,,,,,,,,,,,
15839,1910-01-13,"Quentin interjects a comment that makes it <br> seem as if the recapitulation of the <br> story pages 148-152 is provided by Shreve; <br> this will become complicated again, however, by <br> the way the italicized passage ends page <br> 152.  [SOURCE: Narrator]",6,595,,,,,595,,304,595,,,,,,,,,,,
15840,1869-08-12,"On a Sunday morning Sutpen rides away <br> from home; Judith thinks he is going <br> to check on his horse's new foal. <br>  [SOURCE: Narrator, Shreve, Quentin]",6,,,460,,,460,460,305,460,,,,,,,,,,,
15841,1869-08-17,"It takes ""almost a week"" to find <br> the midwife (150).  [SOURCE: Narrator, Shreve, Quentin]",6,,,476,,,476,476,306,476,,,,,,,,,,,
15842,1869-08-12,"The last moments of Sutpen's life are <br> narrated from the point of view of <br> the Negro midwife.  [SOURCE: Narrator, Shreve, Quentin, Midwife]",6,,,462,,,462,462,307,462,,,,,,,,,,,
15843,1869-08-12,"Sutpen's corpse is brought home.  [SOURCE: Narrator, Shreve, Quentin]",6,,,470,,,470,470,308,470,,,,,,,,,,,
15844,1869-08-13,"Judith tries to take Sutpen's body into <br> town for the funeral, but the ""borrowed <br> two-half wild young mules"" bolt and turn <br> the wagon over.  [SOURCE: Narrator, Shreve, Quentin]",6,,,471,,,471,471,309,471,,,,,,,,,,,
15845,1869-08-13,"Judith tries to take Sutpen's body into <br> town for the funeral, but the ""borrowed <br> two-half wild young mules"" bolt and turn <br> the wagon over.  [SOURCE: Narrator, Shreve, Quentin]",6,,,472,,,472,472,310,472,,,,,,,,,,,
15846,1869-08-14,"With Sutpen and Wash both dead, Judith <br> and Clytemnestra do all the work of <br> the plantation and at the store.  [SOURCE: Narrator, Shreve, Quentin]",6,,,474,,,474,474,311,474,,,,,,,,,,,
15847,1869-08-13,"The narrative imagines Sutpen and Wash together <br> in heaven, with ""no compulsions"" (152).  [SOURCE: Narrator, Shreve, Quentin]",6,,473,,,,473,473,312,473,,,,,,,,,,,
15848,1869-08-14,"Judith and Clytemnestra manage the store.  [SOURCE: Narrator, Shreve, Quentin]",6,,,475,,,475,475,313,475,,,,,,,,,,,
15849,1870-01-01,"Judith and Clytemnestra manage the store.  [SOURCE: Narrator, Shreve, Quentin]",6,,,478,,,478,478,314,478,,,,,,,,,,,
15850,1910-01-13,Shreve reminds Quentin about the time he <br> and his father visited the Sutpen burial <br> ground.  [SOURCE: Narrator],6,596,,,,,596,,315,596,,,,,,,,,,,
15851,1908-09-01,"While out quail hunting, Quentin and his <br> father visit the graveyard at Sutpen's.  [SOURCE: Narrator]",6,521,,,,,521,,316,521,,,,,,,,,,,
15852,1862-07-01,Quentin has a vision of Sutpen's regiment <br> traveling and fighting while carrying the two <br> marble tombstones that Sutpen imported.  [SOURCE: Narrator],6,360,,,,,360,,317,360,,,,,,,,,,,
15853,1908-09-01,"With some prompting from his father, Quentin <br> examines the tombstones at Sutpen's graveyard.  [SOURCE: Narrator]",6,522,,,,,522,,318,522,,,,,,,,,,,
15854,1871-12-01,"Judith brings money to General Compson to <br> pay for a tombstone for Charles Etienne <br> Saint-Valery Bon - apparently before the boy <br> even comes to live at Sutpen's.  [SOURCE: Father, Grandfather]",6,,,,482,,482,,319,482,,,,,,,,,,,
15855,1908-09-01,"To illustrate the ""beautiful lives"" that women <br> live, Mr. Compson tells Quentin a story <br> about an aunt of his, Quentin's.  [SOURCE: Narrator]",6,523,,,,,523,,320,523,,,,,,,,,,,
15856,1870-06-01,"Bon's wife and son visit his grave <br> at the Sutpen plantation.  [SOURCE: Father, Grandfather]",6,,,,479,,479,,321,479,,,,,,,,,,,
15857,1908-09-01,"Listening to his father tell how Bon's <br> widow and son visited the grave, Quentin <br> thinks ""I have had to listen too <br> long"" (157).  [SOURCE: Narrator]",6,,,524,,,524,524,322,524,,,,,,,,,,,
15858,1870-06-01,"Judith stands silently while Bon's widow and <br> son mourn at his grave.  [SOURCE: Father, Grandfather]",6,,,,480,,480,,323,480,,,,,,,,,,,
15859,1870-06-08,"Bon's widow stays a week at Sutpen's, <br> while Clytemnestra waits on her, although she <br> knew ""it was another negro whom she <br> served"" (158).  [SOURCE: Father, Grandfather]",6,,,,481,,481,,324,481,,,,,,,,,,,
15860,1871-12-01,"Clytie leaves Sutpen's place to travel to <br> New Orleans, where Bon's son is now <br> an ""orphan"" (159).  [SOURCE: Father, Grandfather]",6,,,,483,,483,,325,483,,,,,,,,,,,
15861,1871-12-20,"Clytie returns to Sutpen's from New Orleans <br> with Bon's son.  [SOURCE: Father, Grandfather]",6,,,,486,,486,,326,486,,,,,,,,,,,
15862,1875-01-01,"Mr. Compson recalls what his father said <br> about Bon's widow.  [SOURCE: Father, Grandfather]",6,,,,492,,492,,327,492,,,,,,,,,,,
15863,1871-12-20,"Mr. Compson describes Bon's son, contrasting the <br> ""Fauntleroy suits"" (159) he once wore in <br> New Orleans and the overalls he now <br> wears, the ""uniform"" of southern blacks (160). <br>  [SOURCE: Father]",6,,,,487,,487,,328,487,,,,,,,,,,,
15864,1871-12-10,"Mr. Compson describes Bon's son and Clytemnestra <br> traveling ""on the freight deck"" of the <br> steamboat (160).  [SOURCE: Father]",6,,,,484,,484,,329,484,,,,,,,,,,,
15865,1871-12-10,Mr. Compson describes Bon's son's thoughts on <br> the strange journey to Sutpen's.  [SOURCE: Father],6,,,,485,,485,,330,485,,,,,,,,,,,
15866,1872-01-01,"At Sutpen's, Bon sleeps on a cot <br> between Judith on the bed and Clytemnestra <br> on the floor.  [SOURCE: Father, Grandfather]",6,,,,488,,488,,331,488,,,,,,,,,,,
15867,1875-01-01,"Mr. Compson remembers what his father said <br> about the Biblical passage describing little children. <br>  [SOURCE: Father, Grandfather]",6,,,,493,,493,,332,493,,,,,,,,,,,
15868,1872-01-01,"Mr. Compson describes the ""repressed fury"" with <br> which Clytemnestra feeds, dresses and bathes Bon's <br> son (161).  [SOURCE: Father, Grandfather]",6,,,,489,,489,,333,489,,,,,,,,,,,
15869,1873-01-01,"When Bon's son is told that ""he <br> was, must be, a negro"" (161), his <br> life becomes defined by uncertainties and ambivalences, <br> symbolized by the ""shard of broken mirror"" <br> he hides under his bed in the <br> attic (162).  [SOURCE: Father, Grandfather]",6,,,,491,,491,,334,491,,,,,,,,,,,
15870,1872-01-01,"Speculations arise about who the ""strange little <br> boy living"" at Sutpen's might be (163). <br>  The town thinks he's the illegitimate son <br> of Bon and Judith (explaining why Henry <br> shot Bon); General Compson thinks he might <br> be the result of incest between Sutpen <br> and Clytemnestra.  [SOURCE: Father, Grandfather, Town]",6,,,,490,,490,,335,490,,,,,,,,,,,
15871,1880-01-02,"Judith comes to General Compson's office and <br> insists they go at once to the <br> courthouse.  [SOURCE: Father, Grandfather]",6,,,,495,,495,,336,495,,,,,,,,,,,
15872,1880-01-02,"General Compson finds Bon's son being arraigned <br> for fighting.  [SOURCE: Father, Grandfather]",6,,,,496,,496,,337,496,,,,,,,,,,,
15873,1880-01-01,"At ""a negro ball,"" Bon's son abruptly <br> starts a fight with the people in <br> attendance.  [SOURCE: Father, Grandfather]",6,,,,494,,494,,338,494,,,,,,,,,,,
15874,1880-01-02,"Bon's son is being arraigned as a <br> white man until the presiding justice suddenly <br> halts his speech, demanding ""What are you?"" <br> (165).  [SOURCE: Father, Grandfather]",6,,,,497,,497,,339,497,,,,,,,,,,,
15875,1880-01-02,"Caught himself by the polarities of the <br> southern racial hierarchy, General Compson tries to <br> help Bon's son find a way to <br> escape his dilemma.  [SOURCE: Father, Grandfather]",6,,,,498,,498,,340,498,,,,,,,,,,,
15876,1880-01-02,"General Compson tells Judith that Bon's son <br> has left Yoknapatawpha.  [SOURCE: Father, Grandfather]",6,,,,499,,499,,341,499,,,,,,,,,,,
15877,1881-01-01,"After a ""year's absence,"" Charles Etienne Saint-Valery <br> Bon returns with ""a coal black"" wife <br> (166).  [SOURCE: Father, Grandfather]",6,,,,504,,504,,342,504,,,,,,,,,,,
15878,1882-01-01,"Jim Bond is born.  [SOURCE: Father, Grandfather]",6,,,,510,,510,,343,510,"""top left""","""top left""",Jim Bond born,,,,,,,,
15879,1880-06-01,"Charles Etienne Saint-Valery Bon's wife seems mentally <br> incapable of understanding their unrooted life.  [SOURCE: Father, Grandfather]",6,,,,503,,503,,344,503,,,,,,,,,,,
15880,1882-01-01,"Charles Etienne Saint-Valery Bon and his wife <br> live in a rebuilt slave cabin on <br> the Sutpen place, where he works as <br> a tenant farmer; it's not clear if <br> his wife knows ""he is not a <br> white man"" (167).  [SOURCE: Father, Grandfather]",6,,,,509,,509,,345,509,,,,,,,,,,,
15881,1880-01-04,"For ""something like a year,"" Charles Etienne <br> Saint-Valery Bon travels with his wife, using <br> her to provoke a racial reaction from <br> Negroes who work on the steamboats they <br> travel on (167).  [SOURCE: Father, Grandfather]",6,,,,500,,500,,346,500,,,,,,,,,,,
22569,1880-01-01,"For ""something like a year,"" Charles Etienne <br> Saint-Valery Bon travels with his wife, using <br> her to provoke a racial reaction from <br> Negroes in the city ""honky-tonks"" they patronize <br> (167).  [SOURCE: Father, Grandfather]",6,,,,501,,501,,347,501,,,,,,,,,,,
22570,1880-01-01,"While traveling with his wife, Charles E. <br> S-V. Bon deliberately provokes violent reactions from <br> white men who assume he is white <br> and involved with her as a symptom <br> of a ""sexual perversion"" (167). [SOURCE: Shreve]",6,,,,502,,502,,348,502,,,,,,,,,,,
15883,1881-01-01,"One evening after returning to Sutpen's, Charles <br> Etienne Saint-Valery Bon talks with Judith.  (Curiously, Mr. Compson uses the phrase to <br> describe Sutpen ""the demon,"" 168 - has <br> been identified with Rosa and Shreve.)  [SOURCE: Father, Grandfather, Shreve]",6,,,,505,,505,,349,505,,,,,,,,,,,
15884,1909-09-06,"Quentin recalls Mr. Compson reminding Quentin of <br> the letter Judith gave ""your grandmother,"" to <br> prove that ""there was love"" on Judith's <br> part (168).  [SOURCE: Narrator]",6,564,,,,,564,,350,564,,,,,,,,,,,
15885,1910-01-13,"Quentin's thoughts about the two letters, Bon's <br> and his father's, and his memory of <br> the ""September twilight"" when he and his <br> father talked at home, are interjected into <br> the narrative of the meeting between Judith <br> and Charles Etienne Saint-Valery Bon (168).  [SOURCE: Narrator]",6,597,,,,,597,,351,597,,,,,,,,,,,
15886,1881-01-01,"Judith tries to give Charles Etienne Saint-Valery <br> Bon a way out by advising him <br> to leave his wife and child with <br> Clytemnestra, or her, and go ""into the <br> North, the cities""; he refuses (168).  [SOURCE: Quentin, Father, Shreve]",6,,,,506,,506,,352,506,,,,,,,,,,,
15887,1881-01-02,"Charles Etienne Saint-Valery Bon lives for ""four <br> years"" at Sutpen's, ""farming on shares a <br> portion of the Sutpen plantation"" (169).  [SOURCE: Father, Grandfather, Town]",6,,,,507,,507,,353,507,,,,,,,,,,,
15888,1881-01-02,"Very occasionally Charles Etienne Saint-Valery Bon comes <br> into Jefferson's ""negro store district"" to get <br> drunk; either his wife or General Compson, <br> or if he becomes violent, ""the town <br> officers"" take him away (170).  [SOURCE: Father, Grandfather]",6,,,,508,,508,,354,508,,,,,,,,,,,
15890,1884-01-20,"Charles Etienne Saint-Valery Bon contracts ""yellow fever,"" <br> and Judith is nursing him in ""the <br> big house"" (170); General Compson rides out, <br> but Clytemnestra tells him they don't need <br> anything.  [SOURCE: Father, Grandfather]",6,,,,512,,512,,355,512,,,,,,,,,,,
15891,1884-02-12,"General Compson learns that both Judith and <br> Charles Etienne Saint-Valery Bon have died.  [SOURCE: Father, Grandfather]",6,,,,514,,514,,356,514,,,,,,,,,,,
15892,1910-01-13,"Remembering how he felt after hearing about <br> Judith's and Charles Etienne Saint-Valery Bon's deaths, <br> Quentin again thinks ""[he has thought and <br> heard] Too much"" (170).  [SOURCE: Narrator]",6,598,,,,,598,,357,598,,,,,,,,,,,
15893,1908-09-01,"Quentin remembers being in the Sutpen graveyard, <br> looking at Judith's tombstone on ""the opposite <br> side of the enclosure"" (170).  [SOURCE: Narrator]",6,525,,,,,525,,358,525,,,,,,,,,,,
15894,1884-02-01,Quentin imagines Judith writing out the inscription <br> for her own tombstone as she lies <br> dying.  [SOURCE: Quentin],6,513,,,,,513,,359,513,,,,,,,,,,,
15895,1896-01-01,"Clytemnestra brings the money that she has <br> ""scrimped and saved"" to General Compson to <br> finish paying for Charles Etienne Saint-Valery Bon's <br> tombstone (170).  [SOURCE: Quentin]",6,518,,,,,518,,360,518,,,,,,,,,,,
15896,1908-09-01,Quentin reads the epitaph on Judith's tombstone. <br>  [SOURCE: Narrator],6,526,,,,,526,,361,526,,,,,,,,,,,
15897,1910-01-13,"Quentin thinks he has had to listen <br> ""to too much,"" in a passage that <br> conflates his father's voice and Shreve's, and <br> the 1908 trip to the graveyard at <br> Sutpen's with being in his dorm room <br> in 1910.  [SOURCE: Narrator]",6,,,599,,,599,599,362,599,,,,,,,,,,,
15898,1884-02-15,"After rephrasing his assertion about women and <br> romance, Mr. Compson tells Quentin that it <br> was Rosa who ordered Judith's tombstone.  [SOURCE: Father]",6,,,,515,,515,,363,515,,,,,,,,,,,
15899,1866-07-01,"Mr. Compson describes Rosa's life after she <br> returns to town, from the perspective of <br> Judge Benbow, who has commissioned himself to <br> be a kind of guardian.  [SOURCE: Father]",6,,,,447,,447,,364,447,,,,,,,,,,,
15901,1866-07-01,"As an ironic formality, Judge Benbow kept <br> track of his work for Coldfield's ""Estate,"" <br> work which consisted mainly of betting on <br> horse races (172).  [SOURCE: Father]",6,,,,448,,448,,365,448,,,,,,,,,,,
15902,1910-01-13,"Apparently Shreve interrupts Quentin's memory about visiting <br> the graves in 1908 to note that <br> Quentin ""knew it all already"" (172); at <br> least, it's not clear who else besides <br> Shreve could refer to ""what your father <br> was saying"" (172).  [SOURCE: Ambiguous]",6,600,,,,,600,,366,600,,,,,,,,,,,
15904,1900-01-01,"Someone, possibly Shreve, reminds Quentin of the <br> time when he and ""four or five <br> other boys"" went on a dare out <br> to the old Sutpen house.  [SOURCE: Ambiguous]",6,,,,519,,519,,367,519,,,,,,,,,,,
