StartDate,Summary,chapter,event,Narrated,Hypothesized,NarratedConsciousness,Told,Remembered,Order,values,position
01-01-00,"Someone, possibly Shreve, reminds Quentin of the <br> time when he and ""four or five <br> other boys"" went on a dare out <br> to the old Sutpen house.  [SOURCE: Ambiguous]",6,,,,,519,,Plot,367,
01-01-00,"Someone, possibly Shreve, reminds Quentin of the <br> time when he and ""four or five <br> other boys"" went on a dare out <br> to the old Sutpen house.  [SOURCE: Ambiguous]",6,,,,,519,,Story,519,
1895-01-01,"One night ""twenty-six years"" after the Sutpen <br> house was empty, ""a wagon full of <br> strangers"" tries to spend the night there <br> but drive away quickly after ""something happened"" <br> (172).  [SOURCE: Ambiguous]",6,,,,,517,,Plot,368,
1895-01-01,"One night ""twenty-six years"" after the Sutpen <br> house was empty, ""a wagon full of <br> strangers"" tries to spend the night there <br> but drive away quickly after ""something happened"" <br> (172).  [SOURCE: Ambiguous]",6,,,,,517,,Story,517,
01-09-08,"Someone, possibly Shreve, describes the scene in <br> the graveyard when Mr. Compson teases Luster <br> about being afraid of Sutpen's ghost.  [SOURCE: Ambiguous]",6,,527,,,,,Plot,369,
01-09-08,"Someone, possibly Shreve, describes the scene in <br> the graveyard when Mr. Compson teases Luster <br> about being afraid of Sutpen's ghost.  [SOURCE: Ambiguous]",6,,527,,,,,Story,527,
01-01-00,"Someone, possibly Shreve, reminds Quentin of ""that <br> day"" when he, Luster and a few <br> other boys saw Clytemnestra in the old <br> slave quarters at Sutpen's (174).  [SOURCE: Ambiguous]",6,,,,,520,,Plot,370,
01-01-00,"Someone, possibly Shreve, reminds Quentin of ""that <br> day"" when he, Luster and a few <br> other boys saw Clytemnestra in the old <br> slave quarters at Sutpen's (174).  [SOURCE: Ambiguous]",6,,,,,520,,Story,520,
01-09-08,Shreve reminds Quentin of what Luster had <br> said about Jim Bond.  [SOURCE: Shreve],6,,,,,528,,Plot,371,
01-09-08,Shreve reminds Quentin of what Luster had <br> said about Jim Bond.  [SOURCE: Shreve],6,,,,,528,,Story,528,
1882-01-01,"Shreve sums up Bond's life ""in that <br> cabin behind the haunted house"" over ""twenty-six <br> years"" (174).  [SOURCE: Shreve]",6,,,,,511,,Plot,372,
1882-01-01,"Shreve sums up Bond's life ""in that <br> cabin behind the haunted house"" over ""twenty-six <br> years"" (174).  [SOURCE: Shreve]",6,,,,,511,,Story,511,
06-09-09,"Shreve reminds Quentin of what Rosa said <br> about ""someone hiding out there"" at Sutpen's <br> (175).  [SOURCE: Shreve]",6,,,,,550,,Plot,373,
06-09-09,"Shreve reminds Quentin of what Rosa said <br> about ""someone hiding out there"" at Sutpen's <br> (175).  [SOURCE: Shreve]",6,,,,,550,,Story,550,
06-09-09,"The chapter ends with Shreve referring to <br> the nighttime trip that Quentin and Rosa <br> made to the Sutpen place, but stops <br> before reaching the discovery they made.  [SOURCE: Shreve]",6,,,,,574,,Plot,374,
06-09-09,"The chapter ends with Shreve referring to <br> the nighttime trip that Quentin and Rosa <br> made to the Sutpen place, but stops <br> before reaching the discovery they made.  [SOURCE: Shreve]",6,,,,,574,,Story,574,
13-01-10,The chapter begins by re-setting the scene <br> in the Harvard dorm room.  [SOURCE: Narrator],7,,601,,,,,Plot,375,
13-01-10,The chapter begins by re-setting the scene <br> in the Harvard dorm room.  [SOURCE: Narrator],7,,601,,,,,Story,601,
1834-06-01,"Quentin begins Sutpen's own version of his <br> story by mentioning the time ""the architect"" <br> tried to run away (177).  [SOURCE: Grandfather, Quentin]",7,Sutpen Grandfather Compson,,,,71,,Plot,376,"""top left"""
1834-06-01,"Quentin begins Sutpen's own version of his <br> story by mentioning the time ""the architect"" <br> tried to run away (177).  [SOURCE: Grandfather, Quentin]",7,Sutpen Grandfather Compson,,,,71,,Story,71,"""top right"""
13-01-10,"Shreve interrupts Quentin's story-telling, as he will <br> do a number of times in this <br> chapter; the narrator describes his appearance, bare-chested <br> at the table.  [SOURCE: Narrator]",7,,602,,,,,Plot,377,
13-01-10,"Shreve interrupts Quentin's story-telling, as he will <br> do a number of times in this <br> chapter; the narrator describes his appearance, bare-chested <br> at the table.  [SOURCE: Narrator]",7,,602,,,,,Story,602,
1834-06-01,"Quentin resumes his story-telling, anticipating the end <br> of the pursuit for the escaped architect. <br>  [SOURCE: Grandfather, Quentin]",7,,,,,73,,Plot,378,
1834-06-01,"Quentin resumes his story-telling, anticipating the end <br> of the pursuit for the escaped architect. <br>  [SOURCE: Grandfather, Quentin]",7,,,,,73,,Story,73,
13-01-10,"Shreve again interrupts, speculating on why the <br> architect ran away; Quentin does not reply, <br> sitting before the letter from his father. <br>  [SOURCE: Narrator]",7,,603,,,,,Plot,379,
13-01-10,"Shreve again interrupts, speculating on why the <br> architect ran away; Quentin does not reply, <br> sitting before the letter from his father. <br>  [SOURCE: Narrator]",7,,603,,,,,Story,603,
1834-06-01,"When Sutpen discovers the architect has fled, <br> he makes plans to hunt him.  [SOURCE: Grandfather, Quentin]",7,,,,,72,,Plot,380,
1834-06-01,"When Sutpen discovers the architect has fled, <br> he makes plans to hunt him.  [SOURCE: Grandfather, Quentin]",7,,,,,72,,Story,72,
1834-06-02,"Men bring champagne, whiskey and dogs as <br> they prepare to help Sutpen hunt the <br> runaway architect.  [SOURCE: Grandfather, Quentin]",7,,,,,74,,Plot,381,
1834-06-02,"Men bring champagne, whiskey and dogs as <br> they prepare to help Sutpen hunt the <br> runaway architect.  [SOURCE: Grandfather, Quentin]",7,,,,,74,,Story,74,
1834-06-03,"The hunt for the escaped architect begins, <br> with Sutpen and General Compson riding in <br> company.  [SOURCE: Grandfather, Quentin]",7,,,,,75,,Plot,382,
1834-06-03,"The hunt for the escaped architect begins, <br> with Sutpen and General Compson riding in <br> company.  [SOURCE: Grandfather, Quentin]",7,,,,,75,,Story,75,
1820-03-01,"Sutpen begins telling Grandfather his story, which <br> Quentin introduces with the idea of ""innocence"" <br> (178).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,12,,Plot,383,
1820-03-01,"Sutpen begins telling Grandfather his story, which <br> Quentin introduces with the idea of ""innocence"" <br> (178).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,12,,Story,12,
13-01-10,Shreve interrupts Quentin to remind him that <br> before the Civil War the state of <br> West Virginia did not exist.  [SOURCE: Narrator],7,,604,,,,,Plot,384,
13-01-10,Shreve interrupts Quentin to remind him that <br> before the Civil War the state of <br> West Virginia did not exist.  [SOURCE: Narrator],7,,604,,,,,Story,604,
1808-01-01,"Growing up in the mountains, Sutpen knew <br> nothing about slavery or class differences; in <br> the mountains ""the land belongs to anybody <br> and everybody"" (179).  [SOURCE: Sutpen, Grandfather, Quentin]",7,Sutpen born,,,,2,,Plot,385,"""bottom left"""
1808-01-01,"Growing up in the mountains, Sutpen knew <br> nothing about slavery or class differences; in <br> the mountains ""the land belongs to anybody <br> and everybody"" (179).  [SOURCE: Sutpen, Grandfather, Quentin]",7,Sutpen born,,,,2,,Story,2,"""bottom right"""
1817-01-01,"The narrative of the Sutpen family's migration <br> back to the low country begins.    [SOURCE: Sutpen, Grandfather, Quentin]",7,,5,,,,,Plot,386,
1817-01-01,"The narrative of the Sutpen family's migration <br> back to the low country begins.    [SOURCE: Sutpen, Grandfather, Quentin]",7,,5,,,,,Story,5,
1730-01-01,"Parenthetically the narrative notes the arrival of <br> ""the first Sutpen"" in the new world; <br> that he comes to Jamestown from ""the <br> Old Bailey"" suggests clearly that he is <br> one of the convicts whom the British <br> empire forced to emigrate to supply their <br> colonies with settlers (180) [SOURCE: Sutpen]",7,,1,,,,,Plot,387,
1730-01-01,"Parenthetically the narrative notes the arrival of <br> ""the first Sutpen"" in the new world; <br> that he comes to Jamestown from ""the <br> Old Bailey"" suggests clearly that he is <br> one of the convicts whom the British <br> empire forced to emigrate to supply their <br> colonies with settlers (180) [SOURCE: Sutpen]",7,,1,,,,,Story,1,
1817-01-01,"The trip the Sutpen family makes from <br> the mountains to ""the slack lowlands"" of <br> Virginia is described as a ""fall"" (180). <br>  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,6,,Plot,388,
1817-01-01,"The trip the Sutpen family makes from <br> the mountains to ""the slack lowlands"" of <br> Virginia is described as a ""fall"" (180). <br>  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,6,,Story,6,
1817-01-01,"Sutpen doesn't know why his father decided <br> to move; he describes the ""morning"" when <br> their journey started (181).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,3,,Plot,389,
1817-01-01,"Sutpen doesn't know why his father decided <br> to move; he describes the ""morning"" when <br> their journey started (181).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,3,,Story,3,
1817-01-02,"The journey through Virginia takes a long <br> time.  On the way, the father is repeatedly <br> drunk, one of Sutpen's sisters gives birth, <br> and Thomas sees his first Negro; when <br> they reach the flat country, he ""got <br> it"": he discovers the ""difference"" between races <br> and classes (183).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,4,,Plot,390,
1817-01-02,"The journey through Virginia takes a long <br> time.  On the way, the father is repeatedly <br> drunk, one of Sutpen's sisters gives birth, <br> and Thomas sees his first Negro; when <br> they reach the flat country, he ""got <br> it"": he discovers the ""difference"" between races <br> and classes (183).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,4,,Story,4,
1818-01-01,"Disoriented both physically and psychologically, Sutpen struggles <br> to understand the racial and socio-economic patterns <br> of the slave society he has fallen <br> into.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,7,,Plot,391,
1818-01-01,"Disoriented both physically and psychologically, Sutpen struggles <br> to understand the racial and socio-economic patterns <br> of the slave society he has fallen <br> into.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,7,,Story,7,
1818-01-02,"Sutpen secretly watches the planter for whom <br> his father works in a hammock, being <br> waited on by a slave wearing ""better <br> clothes than he or his father and <br> sisters had ever owned"" (184).  He watches without envy, and innocently.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,8,,Plot,392,
1818-01-02,"Sutpen secretly watches the planter for whom <br> his father works in a hammock, being <br> waited on by a slave wearing ""better <br> clothes than he or his father and <br> sisters had ever owned"" (184).  He watches without envy, and innocently.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,8,,Story,8,
1820-03-01,"The day Sutpen is sent to ""the <br> big house"" with a ""message,"" but is <br> turned away from the front door by <br> a slave (185).  [SOURCE: Sutpen, Grandfather, Quentin]",7,Sutpen Pettibone,,,,13,,Plot,393,"""middle left"""
1820-03-01,"The day Sutpen is sent to ""the <br> big house"" with a ""message,"" but is <br> turned away from the front door by <br> a slave (185).  [SOURCE: Sutpen, Grandfather, Quentin]",7,Sutpen Pettibone,,,,13,,Story,13,"""middle right"""
1818-01-01,"While the enslaved butler bars the door <br> to him, Sutpen thinks back over ""the <br> two years"" he has been in the <br> Tidewater; he remembers representative moments of conflict <br> and contempt between upper- and lower-class whites, <br> and lower-class whites and slaves (186).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,9,,Plot,394,
1818-01-01,"While the enslaved butler bars the door <br> to him, Sutpen thinks back over ""the <br> two years"" he has been in the <br> Tidewater; he remembers representative moments of conflict <br> and contempt between upper- and lower-class whites, <br> and lower-class whites and slaves (186).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,9,,Story,9,
1820-03-01,"The story returns to the moment when <br> Sutpen is turned away from ""that white <br> door"" by a slave (188).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,14,,Plot,395,
1820-03-01,"The story returns to the moment when <br> Sutpen is turned away from ""that white <br> door"" by a slave (188).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,14,,Story,14,
1820-03-01,"Sutpen seeks refuge in a ""kind of <br> cave"" (188), where he tries to figure <br> out how, after being turned away from <br> that door, he can ""live with himself <br> for the rest of his life"" (189). <br>  He suddenly sees himself and his family <br> and other poor whites as ""the rich <br> man"" had always been seeing them, as <br> ""cattle"" (190).  He argues with himself about shooting the <br> rich man.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,15,,Plot,396,
1820-03-01,"Sutpen seeks refuge in a ""kind of <br> cave"" (188), where he tries to figure <br> out how, after being turned away from <br> that door, he can ""live with himself <br> for the rest of his life"" (189). <br>  He suddenly sees himself and his family <br> and other poor whites as ""the rich <br> man"" had always been seeing them, as <br> ""cattle"" (190).  He argues with himself about shooting the <br> rich man.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,15,,Story,15,
1820-03-01,"Sutpen returns to the cabin his family <br> lives in, to realize that he never <br> got to deliver his message, that there <br> isn't anything he can do that would <br> be meaningful to the rich man.  He first conceives his design, which leads <br> him to decide to leave home. [SOURCE: <br> Sutpen, Grandfather, Quentin]",7,,,,,16,,Plot,397,
1820-03-01,"Sutpen returns to the cabin his family <br> lives in, to realize that he never <br> got to deliver his message, that there <br> isn't anything he can do that would <br> be meaningful to the rich man.  He first conceives his design, which leads <br> him to decide to leave home. [SOURCE: <br> Sutpen, Grandfather, Quentin]",7,,,,,16,,Story,16,
13-01-10,The next installment in Sutpen's story opens <br> by returning to the dorm room where <br> Quentin is retelling it.  [SOURCE: Narrator],7,,605,,,,,Plot,398,
13-01-10,The next installment in Sutpen's story opens <br> by returning to the dorm room where <br> Quentin is retelling it.  [SOURCE: Narrator],7,,605,,,,,Story,605,
1834-06-03,"The narrative relocates the story Sutpen is <br> telling Grandfather about his earlier life in <br> the context where he told it: the <br> pursuit of a man - the French <br> architect - running away from captivity.  [SOURCE: Grandfather, Quentin]",7,,,,,76,,Plot,399,
1834-06-03,"The narrative relocates the story Sutpen is <br> telling Grandfather about his earlier life in <br> the context where he told it: the <br> pursuit of a man - the French <br> architect - running away from captivity.  [SOURCE: Grandfather, Quentin]",7,,,,,76,,Story,76,
1823-01-01,"Sutpen leaves for the West Indies, presumably <br> as a crewman on a ship bound <br> for an island.  [SOURCE: Sutpen, Grandfather, Quentin]",7,Sutpen Haiti,,,,20,,Plot,400,"""middle right"""
1823-01-01,"Sutpen leaves for the West Indies, presumably <br> as a crewman on a ship bound <br> for an island.  [SOURCE: Sutpen, Grandfather, Quentin]",7,Sutpen Haiti,,,,20,,Story,20,"""top right"""
1864-11-01,"The narrative leaps ahead to the next <br> time Sutpen talked to Grandfather about his <br> life - not 1834 in the woods, <br> but ""thirty years later"": 1864 in Grandfather's <br> office (195).  [SOURCE: Grandfather, Quentin]",7,,,,,374,,Plot,401,
1864-11-01,"The narrative leaps ahead to the next <br> time Sutpen talked to Grandfather about his <br> life - not 1834 in the woods, <br> but ""thirty years later"": 1864 in Grandfather's <br> office (195).  [SOURCE: Grandfather, Quentin]",7,,,,,374,,Story,374,
1831-01-01,"Sutpen ""put his first wife aside"" because <br> he realized she could not be part <br> of ""the design which I had in <br> mind"" (194).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,40,,Plot,402,
1831-01-01,"Sutpen ""put his first wife aside"" because <br> he realized she could not be part <br> of ""the design which I had in <br> mind"" (194).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,40,,Story,40,
1834-06-03,"The narrative makes its way back to <br> Sutpen's earlier life by re-establishing the scene <br> in which he told it to Grandfather: <br> the chase of the fugitive architect.    [SOURCE: Grandfather, Quentin]",7,,,,,77,,Plot,403,
1834-06-03,"The narrative makes its way back to <br> Sutpen's earlier life by re-establishing the scene <br> in which he told it to Grandfather: <br> the chase of the fugitive architect.    [SOURCE: Grandfather, Quentin]",7,,,,,77,,Story,77,
1819-11-01,"For ""three months one winter"" Sutpen attended <br> school, which is how he heard about <br> the West Indies (194).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,10,,Plot,404,
1819-11-01,"For ""three months one winter"" Sutpen attended <br> school, which is how he heard about <br> the West Indies (194).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,10,,Story,10,
1819-11-02,"One day after school Sutpen questions the <br> teacher directly about the West Indies.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,11,,Plot,405,
1819-11-02,"One day after school Sutpen questions the <br> teacher directly about the West Indies.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,11,,Story,11,
1820-03-02,"When Sutpen realizes he would need money <br> to achieve his design, he remembers what <br> he had learned about the West Indies, <br> and decides to go there.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,18,,Plot,406,
1820-03-02,"When Sutpen realizes he would need money <br> to achieve his design, he remembers what <br> he had learned about the West Indies, <br> and decides to go there.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,18,,Story,18,
1834-06-03,"Sutpen stops telling his story as the <br> other ""guests"" and his slaves come into <br> camp by the tree where the dogs <br> lost the trail of the architect; Grandfather <br> speculates about whether Sutpen is reliving the <br> voyage to the West Indies in his <br> mind (196).  [SOURCE: Grandfather, Quentin]",7,,,,,78,,Plot,407,
1834-06-03,"Sutpen stops telling his story as the <br> other ""guests"" and his slaves come into <br> camp by the tree where the dogs <br> lost the trail of the architect; Grandfather <br> speculates about whether Sutpen is reliving the <br> voyage to the West Indies in his <br> mind (196).  [SOURCE: Grandfather, Quentin]",7,,,,,78,,Story,78,
1834-06-03,"The architect's track is found again, and <br> the pursuit continues ""until the light failed"" <br> (197).  [SOURCE: Grandfather, Quentin]",7,,,,,79,,Plot,408,
1834-06-03,"The architect's track is found again, and <br> the pursuit continues ""until the light failed"" <br> (197).  [SOURCE: Grandfather, Quentin]",7,,,,,79,,Story,79,
1834-06-03,"Camped overnight on the track of the <br> architect, Sutpen begins telling his story again. <br>  [SOURCE: Grandfather, Quentin]",7,,,,,80,,Plot,409,
1834-06-03,"Camped overnight on the track of the <br> architect, Sutpen begins telling his story again. <br>  [SOURCE: Grandfather, Quentin]",7,,,,,80,,Story,80,
1864-11-01,"The narrative jumps forward again to the <br> scene in Grandfather's office after ""those four <br> years"" of the Civil War, when Sutpen <br> sat saying ""the most simple and the <br> most outrageous things"" (198).  [SOURCE: Grandfather, Quentin]",7,,,,,372,,Plot,410,
1864-11-01,"The narrative jumps forward again to the <br> scene in Grandfather's office after ""those four <br> years"" of the Civil War, when Sutpen <br> sat saying ""the most simple and the <br> most outrageous things"" (198).  [SOURCE: Grandfather, Quentin]",7,,,,,372,,Story,372,
1826-01-10,"It is ""six years"" after Sutpen ran <br> away from his family (199).  He is in a ""beseiged Haitian room,"" <br> firing a gun out a window ""in <br> the dark"" (198).  It is suggested that the torches in <br> the Yoknapatawpha swamp reminded him of this <br> earlier moment.   [SOURCE: Grandfather, Quentin]",7,,,,,29,,Plot,411,
1826-01-10,"It is ""six years"" after Sutpen ran <br> away from his family (199).  He is in a ""beseiged Haitian room,"" <br> firing a gun out a window ""in <br> the dark"" (198).  It is suggested that the torches in <br> the Yoknapatawpha swamp reminded him of this <br> earlier moment.   [SOURCE: Grandfather, Quentin]",7,,,,,29,,Story,29,
1823-01-01,"Sutpen doesn't explain how he became ""overseer <br> or foreman or something"" on a ""French"" <br> sugar plantation in Haiti (199).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,21,,Plot,412,
1823-01-01,"Sutpen doesn't explain how he became ""overseer <br> or foreman or something"" on a ""French"" <br> sugar plantation in Haiti (199).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,21,,Story,21,
13-01-10,"Quentin interrupts the story to note ""the <br> first mention"" of something, which Shreve immediately <br> asserts is ""a girl"" (199).   [SOURCE: Narrator]",7,,606,,,,,Plot,413,
13-01-10,"Quentin interrupts the story to note ""the <br> first mention"" of something, which Shreve immediately <br> asserts is ""a girl"" (199).   [SOURCE: Narrator]",7,,606,,,,,Story,606,
1864-11-01,"The narrative anticipates the way Sutpen told <br> Grandfather thirty years later he ""put aside"" <br> someone who was ""unsuitable"" for his design <br> (199).   [SOURCE: Grandfather, Quentin]",7,,,,,373,,Plot,414,
1864-11-01,"The narrative anticipates the way Sutpen told <br> Grandfather thirty years later he ""put aside"" <br> someone who was ""unsuitable"" for his design <br> (199).   [SOURCE: Grandfather, Quentin]",7,,,,,373,,Story,373,
1826-01-10,"The narrative comes back, briefly, to the <br> besieged Haitian plantation.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,30,,Plot,415,
1826-01-10,"The narrative comes back, briefly, to the <br> besieged Haitian plantation.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,30,,Story,30,
13-01-10,"A very nested passage, in which Quentin <br> explicitly tells Shreve what Sutpen told Grandfather <br> about the ""six or seven years"" between <br> the time he left home and the <br> scene in the besieged Haitian room (199). <br>  It takes into account how Sutpen tells <br> the story and how each listener - <br> Shreve and Grandfather - respond.     [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,607,,Plot,416,
13-01-10,"A very nested passage, in which Quentin <br> explicitly tells Shreve what Sutpen told Grandfather <br> about the ""six or seven years"" between <br> the time he left home and the <br> scene in the besieged Haitian room (199). <br>  It takes into account how Sutpen tells <br> the story and how each listener - <br> Shreve and Grandfather - respond.     [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,607,,Story,607,
1834-06-03,"Quietly and simply, Sutpen tells Grandfather that <br> he was a virgin until his marriage <br> - and why.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,81,,Plot,417,
1834-06-03,"Quietly and simply, Sutpen tells Grandfather that <br> he was a virgin until his marriage <br> - and why.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,81,,Story,81,
1826-01-10,"Sutpen describes the ""seven or eight nights"" <br> he and the others spent besieged in <br> the room, while the rebelling slaves burned <br> parts of the plantation.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,33,,Plot,418,
1826-01-10,"Sutpen describes the ""seven or eight nights"" <br> he and the others spent besieged in <br> the room, while the rebelling slaves burned <br> parts of the plantation.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,33,,Story,33,
1834-06-03,"Sutpen drinks coffee black because the smell <br> of ""burning sugar"" still makes him uncomfortable <br> (201).   [SOURCE: Grandfather, Quentin]",7,,,,,82,,Plot,419,
1834-06-03,"Sutpen drinks coffee black because the smell <br> of ""burning sugar"" still makes him uncomfortable <br> (201).   [SOURCE: Grandfather, Quentin]",7,,,,,82,,Story,82,
1826-01-10,"An image of ""the girl"" in Sutpen's <br> story emerges briefly, as if ""by the <br> flash"" of a musket (201).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,32,,Plot,420,
1826-01-10,"An image of ""the girl"" in Sutpen's <br> story emerges briefly, as if ""by the <br> flash"" of a musket (201).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,32,,Story,32,
1826-01-10,"General Compson expresses surprise at the way <br> Sutpen tells about the beginnings of the <br> revolt, and his own flight into the <br> planter's house.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,27,,Plot,421,
1826-01-10,"General Compson expresses surprise at the way <br> Sutpen tells about the beginnings of the <br> revolt, and his own flight into the <br> planter's house.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,27,,Story,27,
1823-01-01,"The narrative perspective pulls back from the <br> rebellion to describe Haiti itself as a <br> place where ""the sheen on the dollars <br> was not from gold but from blood"" <br> (201-02).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,22,,Plot,422,
1823-01-01,"The narrative perspective pulls back from the <br> rebellion to describe Haiti itself as a <br> place where ""the sheen on the dollars <br> was not from gold but from blood"" <br> (201-02).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,22,,Story,22,
1826-01-01,"Before the rebellion, Sutpen was ""overseeing"" slavery <br> without seeing it (202).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,23,,Plot,423,
1826-01-01,"Before the rebellion, Sutpen was ""overseeing"" slavery <br> without seeing it (202).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,23,,Story,23,
1826-01-01,"Although Sutpen does ""not tell"" about ""the <br> steps leading up"" to the rebellion, some <br> of them - especially the voodoo warnings <br> with which the owner and servants were <br> frightened - are described (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,24,,Plot,424,
1826-01-01,"Although Sutpen does ""not tell"" about ""the <br> steps leading up"" to the rebellion, some <br> of them - especially the voodoo warnings <br> with which the owner and servants were <br> frightened - are described (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,24,,Story,24,
1826-01-10,"Sutpen tells Grandfather that it was only <br> on the first night of the revolt <br> that he learned the planter's daughter's ""christian <br> name"" (203); Sutpen also mentions that her <br> mother ""had been a Spaniard"" (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,28,,Plot,425,
1826-01-10,"Sutpen tells Grandfather that it was only <br> on the first night of the revolt <br> that he learned the planter's daughter's ""christian <br> name"" (203); Sutpen also mentions that her <br> mother ""had been a Spaniard"" (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,28,,Story,28,
1826-01-07,"Immediately before the revolt, Sutpen finds the <br> murdered body of ""one of the"" planter's <br> servants (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,25,,Plot,426,
1826-01-07,"Immediately before the revolt, Sutpen finds the <br> murdered body of ""one of the"" planter's <br> servants (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,25,,Story,25,
1834-01-01,"General Compson remembers watching Sutpen ""fight naked <br> chest to chest"" with his ""wild niggers,"" <br> both before his house was finished and <br> after he was married (203).   [SOURCE: Grandfather, Quentin]",7,,,,,70,,Plot,427,
1834-01-01,"General Compson remembers watching Sutpen ""fight naked <br> chest to chest"" with his ""wild niggers,"" <br> both before his house was finished and <br> after he was married (203).   [SOURCE: Grandfather, Quentin]",7,,,,,70,,Story,70,
1826-01-07,"Sutpen says the way the plantation servant's <br> body looked was something ""a man who <br> pretended to be civilized"" could not talk <br> about (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,26,,Plot,428,
1826-01-07,"Sutpen says the way the plantation servant's <br> body looked was something ""a man who <br> pretended to be civilized"" could not talk <br> about (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,26,,Story,26,
1826-01-10,"Inside the besieged big house, Sutpen and <br> the plantation owner fired their muskets ""at <br> the Haitian night itself"" (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,31,,Plot,429,
1826-01-10,"Inside the besieged big house, Sutpen and <br> the plantation owner fired their muskets ""at <br> the Haitian night itself"" (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,31,,Story,31,
1826-01-18,"When the besieged run out of water, <br> Sutpen goes out and ""subdues"" the rebellious <br> slaves; then becomes engaged to marry the <br> planter's daughter (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,34,,Plot,430,
1826-01-18,"When the besieged run out of water, <br> Sutpen goes out and ""subdues"" the rebellious <br> slaves; then becomes engaged to marry the <br> planter's daughter (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,34,,Story,34,
1834-06-03,"Grandfather interrupts Sutpen's story in amazement.   [SOURCE: Grandfather, Quentin]",7,,,,,83,,Plot,431,
1834-06-03,"Grandfather interrupts Sutpen's story in amazement.   [SOURCE: Grandfather, Quentin]",7,,,,,83,,Story,83,
1826-01-18,"Sutpen suggests that he subdued the rebellious <br> slaves by standing up to their torture. <br>     [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,35,,Plot,432,
1826-01-18,"Sutpen suggests that he subdued the rebellious <br> slaves by standing up to their torture. <br>     [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,,35,,Story,35,
1834-06-03,"Sutpen shows Grandfather the scars from his <br> ordeal in Haiti.   [SOURCE: Grandfather, Quentin]",7,,,,,84,,Plot,433,
1834-06-03,"Sutpen shows Grandfather the scars from his <br> ordeal in Haiti.   [SOURCE: Grandfather, Quentin]",7,,,,,84,,Story,84,
